NC_000913.3_2	iML1515.b0002	100	820	0	0	1	820	1	820	0.0	1589
NC_000913.3_2	iSF_1195.SF0002	99.8	820	2	0	1	820	1	820	0.0	1586
NC_000913.3_2	iSDY_1059.SDY_0002	99.6	820	3	0	1	820	1	820	0.0	1585
NC_000913.3_2	iSbBS512_1146.SbBS512_E0002	99.5	820	4	0	1	820	1	820	0.0	1582
NC_000913.3_2	iSSON_1240.SSON_0002	99.5	820	4	0	1	820	1	820	0.0	1581
NC_000913.3_2	STM_v1_0.STM0002	94.5	820	45	0	1	820	1	820	0.0	1512
NC_000913.3_2	iYL1228.KPN_00002	92.1	820	65	0	1	820	1	820	0.0	1478
NC_000913.3_3	iML1515.b0003	100	310	0	0	1	310	1	310	8.77e-230	624
NC_000913.3_3	iSbBS512_1146.SbBS512_E0003	99.7	310	1	0	1	310	1	310	2.51e-229	623
NC_000913.3_3	iSDY_1059.SDY_0003	99.7	310	1	0	1	310	1	310	2.51e-229	623
NC_000913.3_3	iSF_1195.SF0003	99.4	310	2	0	1	310	1	310	1.45e-228	621
NC_000913.3_3	iSSON_1240.SSON_0003	99.4	310	2	0	1	310	1	310	2.93e-228	620
NC_000913.3_3	STM_v1_0.STM0003	93.5	308	20	0	1	308	1	308	2.45e-213	583
NC_000913.3_4	iML1515.b0004	100	428	0	0	1	428	1	428	2.93e-315	850
NC_000913.3_4	iSDY_1059.SDY_0004	99.8	428	1	0	1	428	1	428	1.70e-314	848
NC_000913.3_4	iSbBS512_1146.SbBS512_E0004	99.5	428	2	0	1	428	1	428	6.91e-314	847
NC_000913.3_4	iSSON_1240.SSON_0004	99.5	428	2	0	1	428	1	428	2.81e-313	845
NC_000913.3_4	iSF_1195.SF0004	98.8	428	5	0	1	428	1	428	6.62e-312	842
NC_000913.3_4	STM_v1_0.STM0004	93.5	428	28	0	1	428	1	428	1.29e-293	796
NC_000913.3_4	iYL1228.KPN_00004	90.6	425	40	0	1	425	1	425	2.46e-286	777
NC_000913.3_7	iML1515.b0007	100	476	0	0	1	476	1	476	0.0	922
NC_000913.3_7	iSbBS512_1146.SbBS512_E0007	98.7	476	6	0	1	476	1	476	0.0	910
NC_000913.3_8	iML1515.b0008	100	317	0	0	1	317	1	317	5.90e-227	618
NC_000913.3_8	iSF_1195.SF0009	100	317	0	0	1	317	1	317	5.90e-227	618
NC_000913.3_8	iSSON_1240.SSON_0009	100	317	0	0	1	317	1	317	5.90e-227	618
NC_000913.3_8	iSDY_1059.SDY_0008	99.7	317	1	0	1	317	1	317	8.38e-227	617
NC_000913.3_8	iSbBS512_1146.SbBS512_E0008	99.7	317	1	0	1	317	1	317	2.40e-226	616
NC_000913.3_8	STM_v1_0.STM0007	94.6	317	17	0	1	317	1	317	7.07e-219	597
NC_000913.3_8	iYL1228.KPN_00008	94.6	317	17	0	1	317	1	317	1.66e-217	594
NC_000913.3_8	iPC815.YPO0463	89.0	317	35	0	1	317	1	317	3.84e-207	568
NC_000913.3_9	iML1515.b0009	100	195	0	0	1	195	1	195	1.68e-138	384
NC_000913.3_9	iSF_1195.SF0010	100	195	0	0	1	195	1	195	1.68e-138	384
NC_000913.3_9	iSbBS512_1146.SbBS512_E0009	99.5	195	1	0	1	195	1	195	1.38e-137	382
NC_000913.3_9	iSSON_1240.SSON_0010	99.5	195	1	0	1	195	1	195	1.38e-137	382
NC_000913.3_9	iSDY_1059.SDY_0009	99.5	195	1	0	1	195	1	195	5.61e-137	380
NC_000913.3_10	iML1515.b0010	100	188	0	0	1	188	1	188	8.69e-133	369
NC_000913.3_13	STM_v1_0.STM0659	32.6	515	297	10	5	512	8	479	1.60e-79	262
NC_000913.3_13	iSSON_1240.SSON_0604	33.7	489	274	11	5	486	8	453	1.61e-77	256
NC_000913.3_13	iSbBS512_1146.SbBS512_E0599	33.0	488	279	9	5	486	8	453	2.25e-77	256
NC_000913.3_13	iML1515.b0650	33.5	489	275	11	5	486	8	453	4.39e-77	255
NC_000913.3_18	iML1515.b0019	100	388	0	0	1	388	1	388	6.54e-269	730
NC_000913.3_18	iSF_1195.SF0016	99.5	388	2	0	1	388	1	388	1.08e-267	727
NC_000913.3_18	iSbBS512_1146.SbBS512_E0019	99.2	388	3	0	1	388	1	388	3.11e-267	726
NC_000913.3_18	iSSON_1240.SSON_0021	99.2	388	3	0	1	388	1	388	3.11e-267	726
NC_000913.3_18	iSDY_1059.SDY_0018	99.0	388	4	0	1	388	1	388	5.14e-266	723
NC_000913.3_18	STM_v1_0.STM0039	93.0	385	27	0	1	385	1	385	4.60e-253	690
NC_000913.3_21	STM_v1_0.STM0861	40.3	67	40	0	1	67	1	67	6.08e-14	63.9
NC_000913.3_23	iML1515.b0025	100	313	0	0	1	313	1	313	1.06e-227	619
NC_000913.3_23	iSbBS512_1146.SbBS512_E0029	100	313	0	0	1	313	1	313	1.06e-227	619
NC_000913.3_23	iSF_1195.SF0021	100	313	0	0	1	313	1	313	1.06e-227	619
NC_000913.3_23	iSSON_1240.SSON_0030	100	313	0	0	1	313	1	313	1.06e-227	619
NC_000913.3_23	iSDY_1059.SDY_0047	99.4	313	2	0	1	313	1	313	3.55e-226	615
NC_000913.3_24	iSSON_1240.SSON_0031	100	938	0	0	1	938	1	938	0.0	1923
NC_000913.3_24	iSbBS512_1146.SbBS512_E0030	99.8	938	2	0	1	938	1	938	0.0	1920
NC_000913.3_24	iSF_1195.SF0022	99.7	938	3	0	1	938	1	938	0.0	1919
NC_000913.3_24	iSDY_1059.SDY_0048	99.6	938	4	0	1	938	1	938	0.0	1918
NC_000913.3_24	iYL1228.KPN_00021	92.0	922	74	0	17	938	1	922	0.0	1774
NC_000913.3_25	STM_v1_0.STM0047	91.5	164	14	0	1	164	1	164	5.35e-109	307
NC_000913.3_27	iML1515.b0029	100	316	0	0	1	316	1	316	1.34e-227	619
NC_000913.3_27	iSbBS512_1146.SbBS512_E0033	100	316	0	0	1	316	1	316	1.34e-227	619
NC_000913.3_27	iSDY_1059.SDY_0051	100	316	0	0	1	316	1	316	1.34e-227	619
NC_000913.3_27	iSSON_1240.SSON_0034	100	316	0	0	1	316	1	316	1.34e-227	619
NC_000913.3_27	iSF_1195.SF0026	99.7	316	1	0	1	316	1	316	7.76e-227	617
NC_000913.3_27	STM_v1_0.STM0049	93.7	316	20	0	1	316	1	316	1.72e-214	586
NC_000913.3_27	iYL1228.KPN_00024	91.8	316	26	0	1	316	1	316	2.73e-211	578
NC_000913.3_28	iML1515.b0030	100	304	0	0	1	304	1	304	1.19e-224	611
NC_000913.3_28	iSSON_1240.SSON_0035	98.4	304	5	0	1	304	1	304	2.31e-222	605
NC_000913.3_28	iSF_1195.SF0027	98.7	302	4	0	1	302	1	302	7.71e-221	601
NC_000913.3_28	iSbBS512_1146.SbBS512_E0034	98.4	304	5	0	1	304	1	304	1.56e-220	600
NC_000913.3_28	iSDY_1059.SDY_0052	98.0	304	6	0	1	304	1	304	4.46e-220	599
NC_000913.3_29	iML1515.b0031	100	273	0	0	1	273	1	273	4.34e-191	523
NC_000913.3_29	iSF_1195.SF0028	99.6	273	1	0	1	273	1	273	6.17e-191	523
NC_000913.3_29	iSSON_1240.SSON_0036	99.3	273	2	0	1	273	1	273	7.19e-190	520
NC_000913.3_29	iSDY_1059.SDY_0053	98.9	273	3	0	1	273	1	273	1.02e-189	520
NC_000913.3_29	iSbBS512_1146.SbBS512_E0035	98.9	273	3	0	1	273	1	273	8.39e-189	518
NC_000913.3_29	iYL1228.KPN_00039	92.3	273	21	0	1	273	1	273	5.32e-176	485
NC_000913.3_29	STM_v1_0.STM0064	90.1	273	27	0	1	273	1	273	5.68e-171	473
NC_000913.3_30	iML1515.b0032	100	382	0	0	1	382	1	382	2.01e-285	771
NC_000913.3_30	iSbBS512_1146.SbBS512_E0036	100	382	0	0	1	382	1	382	2.01e-285	771
NC_000913.3_30	iSSON_1240.SSON_0037	100	382	0	0	1	382	1	382	2.01e-285	771
NC_000913.3_30	iSDY_1059.SDY_0054	99.5	382	2	0	1	382	1	382	6.72e-284	767
